File,Y,Pred
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\17\GOPR1579.JPG,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\4\GOPR0623.JPG,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\4\GOPR0786\GOPR0786-frame390.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame20.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame10.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\1\GOPR1402\GOPR1402-frame350.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\10\GOPR1056\GOPR1056-frame200.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame5801.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\10\GOPR1509\GOPR1509-frame170.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame850.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\11\GOPR1077\GOPR1077-frame260.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame190.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1389\GOPR1389-frame350.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\1\GOPR1402\GOPR1402-frame450.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\11\GOPR1077\GOPR1077-frame90.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\13\GOPR1111\GOPR1111-frame990.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame80.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\8\GOPR1484\GOPR1484-frame680.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame790.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame210.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1643\GOPR1643-frame430.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame370.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\23\GOPR1636\GOPR1636-frame680.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\6\GOPR1465\GOPR1465-frame590.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\10\GOPR1509\GOPR1509-frame90.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\1\GOPR0552\GOPR0552-frame510.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\4\GOPR0786\GOPR0786-frame360.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame5802.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\8\GOPR1027\GOPR1027-frame610.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1169.JPG,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\14\GOPR1133\GOPR1133-frame420.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\10\GOPR1509\GOPR1509-frame60.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1388\GOPR1388-frame770.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\14\GOPR1133\GOPR1133-frame380.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\22\GOPR1628\GOPR1628-frame190.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame270.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame7737.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame670.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\1\GOPR0694.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\11\GOPR1077\GOPR1077-frame200.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\19\GOPR1237\GOPR1237-frame290.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame800.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\19\GOPR1237\GOPR1237-frame680.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\5\GOPR0632\GOPR0632-frame140.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\19\GOPR1603\GOPR1603-frame755.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Clean\GOPR0944\GOPR0944-frame380.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame7749.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (80-100)\22\GOPR1306\GOPR1306-frame840.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\A\GOPR1646\GOPR1646-frame4918.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (40-60)\17\GOPR1201\GOPR1201-frame450.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\15\GOPR1561\GOPR1561-frame280.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame450.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1643\GOPR1643-frame625.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\19\GOPR1237\GOPR1237-frame350.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame3662.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\10\GOPR1509\GOPR1509-frame270.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0978\GOPR0978-frame260.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame210.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\21\GOPR1281\GOPR1281-frame670.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Dirty (80-100)\22\GOPR1306\GOPR1306-frame670.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1257\GOPR1257-frame230.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame710.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\4\GOPR1436\GOPR1436-frame360.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\4\GOPR0788.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\1\GOPR1402\GOPR1402-frame550.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\20\GOPR1610\GOPR1610-frame20.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\1\GOPR0829.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\23\GOPR1636\GOPR1636-frame150.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\23\GOPR1631.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1643\GOPR1643-frame1260.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\18\GOPR1225\GOPR1225-frame230.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\5\GOPR0793.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\14\GOPR1550\GOPR1550-frame580.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0901.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame140.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1646\GOPR1646-frame6239.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame630.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame840.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\6\GOPR0648\GOPR0648-frame180.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame220.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\14\GOPR1550\GOPR1550-frame715.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame680.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1646\GOPR1646-frame6931.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\7\GOPR0996.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\18\GOPR1595\GOPR1595-frame615.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\13\GOPR1119.JPG,Dirty (20-40),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\18\GOPR1595\GOPR1595-frame95.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\A\GOPR1646\GOPR1646-frame5720.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\12\GOPR1528\GOPR1528-frame70.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\A\GOPR1646\GOPR1646-frame4916.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\5\GOPR0946\GOPR0946-frame580.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame180.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\21\GOPR1281\GOPR1281-frame960.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame730.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\5\GOPR0632\GOPR0632-frame300.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\2\GOPR0724.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame280.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1262.JPG,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\14\GOPR1550\GOPR1550-frame700.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\19\GOPR1603\GOPR1603-frame765.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\14\GOPR1550\GOPR1550-frame35.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1256\GOPR1256-frame210.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame7710.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1388\GOPR1388-frame130.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\10\GOPR1056\GOPR1056-frame720.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\11\GOPR1077\GOPR1077-frame390.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1411.JPG,Dirty (80-100),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\A\GOPR1646\GOPR1646-frame5661.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\A\GOPR1646\GOPR1646-frame4925.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\10\GOPR1056\GOPR1056-frame620.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame60.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame7732.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\11\GOPR1089.JPG,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\6\GOPR1465\GOPR1465-frame470.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\2\GOPR0581\GOPR0581-frame440.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1388\GOPR1388-frame30.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\A\GOPR1645\GOPR1645-frame5596.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame990.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame430.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\15\GOPR1561\GOPR1561-frame225.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Clean\GOPR0944\GOPR0944-frame90.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame650.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\13\GOPR1542\GOPR1542-frame100.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\13\GOPR1532\GOPR1532-frame20.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\4\GOPR1436\GOPR1436-frame670.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\4\GOPR0786\GOPR0786-frame140.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\1\GOPR0552\GOPR0552-frame950.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\23\GOPR1636\GOPR1636-frame270.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1406.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\14\GOPR1550\GOPR1550-frame105.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\19\GOPR1237\GOPR1237-frame940.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Clean\A\GOPR1646\GOPR1646-frame6277.jpg,Clean,Clean
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\13\GOPR1111\GOPR1111-frame400.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\21\GOPR1281\GOPR1281-frame290.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame150.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame540.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame810.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\21\GOPR1281\GOPR1281-frame800.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame590.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\13\GOPR1111\GOPR1111-frame330.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0905.JPG,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0978\GOPR0978-frame340.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\8\GOPR1484\GOPR1484-frame450.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//5-7-18\Clean\GOPR1360.JPG,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\13\GOPR1532\GOPR1532-frame100.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\6\GOPR0648\GOPR0648-frame290.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\1\GOPR1402\GOPR1402-frame200.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1388\GOPR1388-frame290.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\22\GOPR1628\GOPR1628-frame225.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame60.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\10\GOPR1056\GOPR1056-frame140.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1643\GOPR1643-frame830.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1408.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\21\GOPR1293.JPG,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame3668.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\17\GOPR1575.JPG,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\6\GOPR0982.JPG,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\9\GOPR1031\GOPR1031-frame140.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Clean\GOPR1339\GOPR1339-frame190.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Clean\GOPR1388\GOPR1388-frame880.jpg,Clean,Clean
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\19\GOPR1603\GOPR1603-frame595.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\2\GOPR0581\GOPR0581-frame190.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame740.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (40-60)\17\GOPR1201\GOPR1201-frame190.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\15\GOPR1152\GOPR1152-frame720.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\18\GOPR1233.JPG,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\11\GOPR1516\GOPR1516-frame620.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Clean\GOPR0944\GOPR0944-frame440.jpg,Clean,Clean
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\2\GOPR0716.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\4\GOPR0918\GOPR0918-frame730.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame520.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\6\GOPR1465\GOPR1465-frame390.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\4\GOPR1436\GOPR1436-frame420.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (40-60)\16\GOPR1180\GOPR1180-frame630.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\3\GOPR0588.JPG,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\2\GOPR0858\GOPR0858-frame190.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\2\GOPR0858\GOPR0858-frame150.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1258\GOPR1258-frame310.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame7739.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\9\GOPR1031\GOPR1031-frame780.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\14\GOPR1133\GOPR1133-frame600.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\12\GOPR1099\GOPR1099-frame610.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\22\GOPR1628\GOPR1628-frame195.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\1\GOPR0553.JPG,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (60-80)\8\GOPR1484\GOPR1484-frame510.jpg,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame1300.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\2\GOPR1422\GOPR1422-frame930.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame530.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\4\GOPR1436\GOPR1436-frame620.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (60-80)\20\GOPR1264.JPG,Dirty (60-80),Dirty (60-80)
D://Solar Panels//Cropped//2-7-18\Dirty (80-100)\1\GOPR0704.JPG,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//5-7-18\Dirty (40-60)\16\GOPR1180\GOPR1180-frame460.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//2-7-18\Dirty (40-60)\5\GOPR0632\GOPR0632-frame90.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//5-7-18\Dirty (20-40)\9\GOPR1031\GOPR1031-frame280.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//5-7-18\Dirty (0-20)\8\GOPR1027\GOPR1027-frame50.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (0-20)\19\GOPR1603\GOPR1603-frame670.jpg,Dirty (0-20),Dirty (0-20)
D://Solar Panels//Cropped//27-8-18\Dirty (40-60)\A\GOPR1646\GOPR1646-frame4915.jpg,Dirty (40-60),Dirty (40-60)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\A\GOPR1649\GOPR1649-frame5806.jpg,Dirty (80-100),Dirty (80-100)
D://Solar Panels//Cropped//27-8-18\Dirty (20-40)\18\GOPR1595\GOPR1595-frame385.jpg,Dirty (20-40),Dirty (20-40)
D://Solar Panels//Cropped//27-8-18\Dirty (80-100)\3\GOPR1433\GOPR1433-frame1200.jpg,Dirty (80-100),Dirty (80-100)
